"COU","Country","ISIC","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,3342.163,,
"BEL","Belgium","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,3933.569,,
"BEL","Belgium","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,3940.447,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,58348.02,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,51325.97,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,54623.23,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,59218.82,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,63672.79,,
"BEL","Belgium","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,5333.945,,
"BEL","Belgium","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,4630.218,,
"BEL","Belgium","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,4867.947,,
"BEL","Belgium","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,5215.679,,
"BEL","Belgium","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,5545.444,,
"BEL","Belgium","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,119.465,,
"BEL","Belgium","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,102.578,,
"BEL","Belgium","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,106.98,,
"BEL","Belgium","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,112.238,,
"BEL","Belgium","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,116.656,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,29275.74,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,24745.75,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,25419.7,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,23757.57,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,23171.36,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,23394.96,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,25381.43,,
"CZE","Czech Republic","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,27913.45,,
"CZE","Czech Republic","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,675.866,,
"CZE","Czech Republic","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,921.767,,
"CZE","Czech Republic","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,982.235,,
"CZE","Czech Republic","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,1099.419,,
"CZE","Czech Republic","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,1174.682,,
"CZE","Czech Republic","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,23081.7,,
"CZE","Czech Republic","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,22249.59,,
"CZE","Czech Republic","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,22412.72,,
"CZE","Czech Republic","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,24282.01,,
"CZE","Czech Republic","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,26738.77,,
"CZE","Czech Republic","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,2190.538,,
"CZE","Czech Republic","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,2102.787,,
"CZE","Czech Republic","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,2116.204,,
"CZE","Czech Republic","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,2286.657,,
"CZE","Czech Republic","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,2506.916,,
"CZE","Czech Republic","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,70.2,,
"CZE","Czech Republic","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,67.024,,
"CZE","Czech Republic","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,66.053,,
"CZE","Czech Republic","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,66.223,,
"CZE","Czech Republic","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,67.201,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,12588.95,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,14703.14,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,15155.21,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,16217.74,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,16713.82,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,20808.84,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,20981.93,,
"DNK","Denmark","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,21445.9,,
"DNK","Denmark","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,949.034,,
"DNK","Denmark","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,772.121,,
"DNK","Denmark","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,1062.148,,
"DNK","Denmark","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,1081.178,,
"DNK","Denmark","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,1098.085,,
"DNK","Denmark","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,15268.7,,
"DNK","Denmark","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,15941.7,,
"DNK","Denmark","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,19746.7,,
"DNK","Denmark","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,19900.75,,
"DNK","Denmark","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,20347.82,,
"DNK","Denmark","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,2748.641,,
"DNK","Denmark","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,2841.151,,
"DNK","Denmark","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,3486.352,,
"DNK","Denmark","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,3484.635,,
"DNK","Denmark","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,3537.521,,
"DNK","Denmark","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,58.384,,
"DNK","Denmark","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,60.017,,
"DNK","Denmark","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,72.481,,
"DNK","Denmark","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,69.13,,
"DNK","Denmark","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,67.28,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,69708.48,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,72205.48,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,81792.85,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,104336.9,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,91824.2,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,95969.89,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,122869.2,,
"FIN","Finland","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,128195.3,,
"FIN","Finland","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,938.175,,
"FIN","Finland","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,588.972,,
"FIN","Finland","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,815.199,,
"FIN","Finland","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,1365.185,,
"FIN","Finland","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,1455.026,,
"FIN","Finland","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,103398.8,,
"FIN","Finland","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,91235.22,,
"FIN","Finland","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,95154.69,,
"FIN","Finland","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,121504,,
"FIN","Finland","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,126740.3,,
"FIN","Finland","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,19269.251,,
"FIN","Finland","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,16848.609,,
"FIN","Finland","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,17424.408,,
"FIN","Finland","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,22099.673,,
"FIN","Finland","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,22947.728,,
"FIN","Finland","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,445.59,,
"FIN","Finland","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,388.839,,
"FIN","Finland","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,410.732,,
"FIN","Finland","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,507.368,,
"FIN","Finland","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,504.815,,
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,296580.9,"E","Estimated value"
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,312297.8,"E","Estimated value"
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,345002.2,,
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,355081.3,,
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,344731.9,,
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,324463,,
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,322685.3,,
"FRA","France","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,342387.9,,
"FRA","France","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,9257.598,,
"FRA","France","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,9782.639,,
"FRA","France","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,9020.121,,
"FRA","France","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,11379.02,,
"FRA","France","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,11273.09,,
"FRA","France","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,345823.7,,
"FRA","France","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,334949.3,,
"FRA","France","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,315442.8,,
"FRA","France","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,311306.3,,
"FRA","France","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,331114.8,,
"FRA","France","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,5499.741,,
"FRA","France","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,5269.481,,
"FRA","France","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,4913.898,,
"FRA","France","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,4813.916,,
"FRA","France","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,5094.779,,
"FRA","France","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,133.851,,
"FRA","France","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,126.465,,
"FRA","France","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,117.296,,
"FRA","France","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,113.243,,
"FRA","France","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,115.677,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,364021.9,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,363786.1,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,372796.3,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,363545,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,368022.2,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,387504.3,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,400071.7,,
"DEU","Germany","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,405523.6,,
"DEU","Germany","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,32844.33,,
"DEU","Germany","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,38204.59,,
"DEU","Germany","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,40845.74,,
"DEU","Germany","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,42458.93,,
"DEU","Germany","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,43973.89,,
"DEU","Germany","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,330700.7,,
"DEU","Germany","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,329817.6,,
"DEU","Germany","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,346658.5,,
"DEU","Germany","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,357612.8,,
"DEU","Germany","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,361549.8,,
"DEU","Germany","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,4091.463,,
"DEU","Germany","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,4073.18,,
"DEU","Germany","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,4256.09,,
"DEU","Germany","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,4350.838,,
"DEU","Germany","INT_CAPITA","Primary waste per capita","2018","2018","KG_HAB","Kilograms per capita","0","Units",,,4349.524,,
"DEU","Germany","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,92.433,,
"DEU","Germany","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,88.334,,
"DEU","Germany","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,90.442,,
"DEU","Germany","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,89.923,,
"DEU","Germany","INT_GDP","Primary waste per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,87.498,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,33346.96,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,51324.66,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,68643.96,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,70432.7,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,72328.28,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,69758.87,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,72332.35,,
"GRC","Greece","TOTAL_S","Total amounts of waste generated by sector","2018","2018","TONNE","Tonnes","3","Thousands",,,45592.6,"E","Estimated value"
"GRC","Greece","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,157.336,,
"GRC","Greece","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,255.604,,
"GRC","Greece","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,247.07,,
"GRC","Greece","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,482.905,,
"GRC","Greece","RES","Sorting residues, secondary waste","2018","2018","TONNE","Tonnes","3","Thousands",,,1181.612,,
"GRC","Greece","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,70275.37,,
"GRC","Greece","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,72072.68,,
"GRC","Greece","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,69511.8,,
"GRC","Greece","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,71849.45,,
"GRC","Greece","TOTAL","Total amounts of primary waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,44410.99,,
"GRC","Greece","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,6454.387,,
"GRC","Greece","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,6685.157,,
